company_id,issue,category
PFC,Financial Sector,Bank ROCE Carve-Out
PIDILITIND,ROE Difference,Formula Discrepancy
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
PNB,Financial Sector,Bank ROCE Carve-Out
POWERGRID,ROE Difference,Formula Discrepancy
POWERGRID,ROE Difference,Formula Discrepancy
POWERGRID,ROE Difference,Formula Discrepancy
POWERGRID,ROE Difference,Formula Discrepancy
POWERGRID,ROE Difference,Formula Discrepancy
POWERGRID,ROE Difference,Formula Discrepancy
RECLTD,Financial Sector,Bank ROCE Carve-Out
RECLTD,Financial Sector,Bank ROCE Carve-Out
RECLTD,Financial Sector,Bank ROCE Carve-Out
RECLTD,Financial Sector,Bank ROCE Carve-Out
RECLTD,Financial Sector,Bank ROCE Carve-Out
RECLTD,Financial Sector,Bank ROCE Carve-Out
RECLTD,Financial Sector,Bank ROCE Carve-Out
RECLTD,Financial Sector,Bank ROCE Carve-Out
RECLTD,Financial Sector,Bank ROCE Carve-Out
RECLTD,Financial Sector,Bank ROCE Carve-Out
RECLTD,Financial Sector,Bank ROCE Carve-Out
RECLTD,Financial Sector,Bank ROCE Carve-Out
SBILIFE,Financial Sector,Bank ROCE Carve-Out
SBILIFE,Financial Sector,Bank ROCE Carve-Out
SBILIFE,Financial Sector,Bank ROCE Carve-Out
SBILIFE,Financial Sector,Bank ROCE Carve-Out
SBILIFE,Financial Sector,Bank ROCE Carve-Out
SBILIFE,Financial Sector,Bank ROCE Carve-Out
SBILIFE,Financial Sector,Bank ROCE Carve-Out
SBILIFE,Financial Sector,Bank ROCE Carve-Out
SBILIFE,Financial Sector,Bank ROCE Carve-Out
SBILIFE,Financial Sector,Bank ROCE Carve-Out
SBILIFE,Financial Sector,Bank ROCE Carve-Out
SBILIFE,Financial Sector,Bank ROCE Carve-Out
SHREECEM,ROE Difference,Formula Discrepancy
SHREECEM,ROE Difference,Formula Discrepancy
SHRIRAMFIN,Financial Sector,Bank ROCE Carve-Out
SHRIRAMFIN,Financial Sector,Bank ROCE Carve-Out
SHRIRAMFIN,Financial Sector,Bank ROCE Carve-Out
SHRIRAMFIN,Financial Sector,Bank ROCE Carve-Out
SHRIRAMFIN,Financial Sector,Bank ROCE Carve-Out
SHRIRAMFIN,Financial Sector,Bank ROCE Carve-Out
SHRIRAMFIN,Financial Sector,Bank ROCE Carve-Out
SHRIRAMFIN,Financial Sector,Bank ROCE Carve-Out
SHRIRAMFIN,Financial Sector,Bank ROCE Carve-Out
SHRIRAMFIN,Financial Sector,Bank ROCE Carve-Out
SHRIRAMFIN,Financial Sector,Bank ROCE Carve-Out
SHRIRAMFIN,Financial Sector,Bank ROCE Carve-Out
SIEMENS,ROE Difference,Formula Discrepancy
SIEMENS,ROE Difference,Formula Discrepancy
SIEMENS,ROE Difference,Formula Discrepancy
SIEMENS,ROE Difference,Formula Discrepancy
SIEMENS,ROE Difference,Formula Discrepancy
SIEMENS,ROE Difference,Formula Discrepancy
SIEMENS,ROE Difference,Formula Discrepancy
SUNPHARMA,ROE Difference,Formula Discrepancy
SUNPHARMA,ROE Difference,Formula Discrepancy
SUNPHARMA,ROE Difference,Formula Discrepancy
SUNPHARMA,ROE Difference,Formula Discrepancy
SUNPHARMA,ROE Difference,Formula Discrepancy
SUNPHARMA,ROE Difference,Formula Discrepancy
TATACONSUM,ROE Difference,Formula Discrepancy
TATAMOTORS,ROE Difference,Formula Discrepancy
TATAMOTORS,ROE Difference,Formula Discrepancy
TATAMOTORS,ROE Difference,Formula Discrepancy
TATAMOTORS,ROE Difference,Formula Discrepancy
TATAMOTORS,ROE Difference,Formula Discrepancy
TATAMOTORS,ROE Difference,Formula Discrepancy
TATAMOTORS,ROE Difference,Formula Discrepancy
TATAMOTORS,ROE Difference,Formula Discrepancy
TATAMOTORS,ROE Difference,Formula Discrepancy
TATAMOTORS,ROE Difference,Formula Discrepancy
TATAMOTORS,ROE Difference,Formula Discrepancy
TATAMOTORS,ROE Difference,Formula Discrepancy
TATAPOWER,ROE Difference,Formula Discrepancy
TATAPOWER,ROE Difference,Formula Discrepancy
TATAPOWER,ROE Difference,Formula Discrepancy
TATASTEEL,ROE Difference,Formula Discrepancy
TATASTEEL,ROE Difference,Formula Discrepancy
TATASTEEL,ROE Difference,Formula Discrepancy
TATASTEEL,ROE Difference,Formula Discrepancy
TATASTEEL,ROE Difference,Formula Discrepancy
TATASTEEL,ROE Difference,Formula Discrepancy
TATASTEEL,ROE Difference,Formula Discrepancy
TATASTEEL,ROE Difference,Formula Discrepancy
TCS,ROE Difference,Formula Discrepancy
TCS,ROE Difference,Formula Discrepancy
TCS,ROE Difference,Formula Discrepancy
TCS,ROE Difference,Formula Discrepancy
TCS,ROE Difference,Formula Discrepancy
TCS,ROE Difference,Formula Discrepancy
TCS,ROE Difference,Formula Discrepancy
TCS,ROE Difference,Formula Discrepancy
TCS,ROE Difference,Formula Discrepancy
TCS,ROE Difference,Formula Discrepancy
TCS,ROE Difference,Formula Discrepancy
TCS,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TECHM,ROE Difference,Formula Discrepancy
TITAN,ROE Difference,Formula Discrepancy
TITAN,ROE Difference,Formula Discrepancy
TITAN,ROE Difference,Formula Discrepancy
TITAN,ROE Difference,Formula Discrepancy
TITAN,ROE Difference,Formula Discrepancy
TITAN,ROE Difference,Formula Discrepancy
TITAN,ROE Difference,Formula Discrepancy
TITAN,ROE Difference,Formula Discrepancy
TITAN,ROE Difference,Formula Discrepancy
TORNTPHARM,ROE Difference,Formula Discrepancy
TORNTPHARM,ROE Difference,Formula Discrepancy
TORNTPHARM,ROE Difference,Formula Discrepancy
TORNTPHARM,ROE Difference,Formula Discrepancy
TORNTPHARM,ROE Difference,Formula Discrepancy
TORNTPHARM,ROE Difference,Formula Discrepancy
TORNTPHARM,ROE Difference,Formula Discrepancy
TRENT,ROE Difference,Formula Discrepancy
TRENT,ROE Difference,Formula Discrepancy
TRENT,ROE Difference,Formula Discrepancy
TRENT,ROE Difference,Formula Discrepancy
TRENT,ROE Difference,Formula Discrepancy
TRENT,ROE Difference,Formula Discrepancy
TRENT,ROE Difference,Formula Discrepancy
TRENT,ROE Difference,Formula Discrepancy
TRENT,ROE Difference,Formula Discrepancy
TRENT,ROE Difference,Formula Discrepancy
TRENT,ROE Difference,Formula Discrepancy
TRENT,ROE Difference,Formula Discrepancy
